Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
hepatitis c,nausea,yellowing_of_eyes,yellowish_skin,,,,,,,,,,,,,,
hypoglycemia,anxiety,blurred_and_distorted_vision,nausea,slurred_speech,palpitations,,,,,,,,,,,,
migraine,blurred_and_distorted_vision,indigestion,headache,visual_disturbances,excessive_hunger,stiff_neck,irritability,acidity,pain_during_bowel_movements,,,,,,,,
chicken pox,malaise,swelled_lymph_nodes,headache,skin_rash,lethargy,high_fever,red_spots_over_body,itching,fatigue,,,,,,,,
acne,skin_rash,scurring,blackheads,pus_filled_pimples,,,,,,,,,,,,,
malaria,chills,high_fever,sweating,muscle_pain,vomiting,headache,nausea,,,,,,,,,,
(vertigo) paroymsal positional vertigo,vomiting,nausea,loss_of_balance,spinning_movements,headache,,,,,,,,,,,,
gerd,ulcers_on_tongue,stomach_pain,cough,,,,,,,,,,,,,,
chicken pox,itching,malaise,red_spots_over_body,mild_fever,high_fever,lethargy,swelled_lymph_nodes,headache,,,,,,,,,
hyperthyroidism,restlessness,sweating,fast_heart_rate,fatigue,irritability,mood_swings,weight_loss,diarrhoea,muscle_weakness,excessive_hunger,,,,,,,
jaundice,vomiting,weight_loss,dark_urine,abdominal_pain,high_fever,itching,fatigue,,,,,,,,,,
migraine,irritability,indigestion,depression,stiff_neck,excessive_hunger,acidity,blurred_and_distorted_vision,,,,,,,,,,
heart attack,vomiting,chest_pain,sweating,breathlessness,,,,,,,,,,,,,
common cold,headache,muscle_pain,sinus_pressure,runny_nose,cough,chills,high_fever,fatigue,throat_irritation,,,,,,,,
malaria,vomiting,nausea,diarrhoea,sweating,muscle_pain,headache,chills,high_fever,,,,,,,,,
heart attack,chest_pain,breathlessness,sweating,,,,,,,,,,,,,,
gerd,vomiting,chest_pain,ulcers_on_tongue,acidity,stomach_pain,cough,,,,,,,,,,,
impetigo,blister,high_fever,skin_rash,yellow_crust_ooze,red_sore_around_nose,,,,,,,,,,,,
diabetes,polyuria,weight_loss,blurred_and_distorted_vision,increased_appetite,lethargy,fatigue,,,,,,,,,,,
typhoid,belly_pain,fatigue,toxic_look_(typhos),abdominal_pain,diarrhoea,chills,constipation,nausea,,,,,,,,,
hypothyroidism,irritability,lethargy,abnormal_menstruation,swollen_extremeties,brittle_nails,fatigue,mood_swings,,,,,,,,,,
diabetes,excessive_hunger,lethargy,restlessness,obesity,blurred_and_distorted_vision,increased_appetite,fatigue,polyuria,irregular_sugar_level,weight_loss,,,,,,,
varicose veins,bruising,swollen_blood_vessels,swollen_legs,prominent_veins_on_calf,,,,,,,,,,,,,
diabetes,weight_loss,polyuria,obesity,,,,,,,,,,,,,,
dimorphic hemmorhoids(piles),bloody_stool,pain_in_anal_region,constipation,pain_during_bowel_movements,irritation_in_anus,,,,,,,,,,,,
diabetes,excessive_hunger,weight_loss,restlessness,lethargy,increased_appetite,irregular_sugar_level,,,,,,,,,,,
fungal infection,itching,dischromic _patches,nodal_skin_eruptions,diarrhoea,,,,,,,,,,,,,
(vertigo) paroymsal positional vertigo,vomiting,spinning_movements,headache,unsteadiness,nausea,loss_of_balance,,,,,,,,,,,
peptic ulcer diseae,internal_itching,loss_of_appetite,indigestion,passage_of_gases,,,,,,,,,,,,,
typhoid,diarrhoea,fatigue,headache,abdominal_pain,belly_pain,high_fever,chills,nausea,back_pain,,,,,,,,
hepatitis d,vomiting,nausea,joint_pain,fatigue,yellowing_of_eyes,dark_urine,yellowish_skin,loss_of_appetite,,,,,,,,,
psoriasis,small_dents_in_nails,skin_rash,joint_pain,inflammatory_nails,silver_like_dusting,,,,,,,,,,,,
bronchial asthma,mucoid_sputum,fatigue,cough,family_history,high_fever,,,,,,,,,,,,
hepatitis a,loss_of_appetite,mild_fever,abdominal_pain,yellowing_of_eyes,vomiting,nausea,,,,,,,,,,,
dengue,muscle_pain,back_pain,joint_pain,,,,,,,,,,,,,,
typhoid,belly_pain,headache,abdominal_pain,toxic_look_(typhos),constipation,vomiting,chills,high_fever,,,,,,,,,
varicose veins,swollen_legs,bruising,cramps,swollen_blood_vessels,obesity,fatigue,prominent_veins_on_calf,,,,,,,,,,
pneumonia,fatigue,rusty_sputum,cough,phlegm,sweating,malaise,,,,,,,,,,,
varicose veins,bruising,swollen_legs,prominent_veins_on_calf,obesity,fatigue,swollen_blood_vessels,cramps,abdominal_pain,,,,,,,,,
hypoglycemia,slurred_speech,nausea,headache,vomiting,blurred_and_distorted_vision,anxiety,fatigue,irritability,,,,,,,,,
hepatitis d,joint_pain,dark_urine,fatigue,abdominal_pain,nausea,yellowing_of_eyes,yellowish_skin,vomiting,loss_of_appetite,,,,,,,,
bronchial asthma,high_fever,breathlessness,mucoid_sputum,fatigue,cough,,,,,,,,,,,,
jaundice,weight_loss,vomiting,abdominal_pain,yellowish_skin,dark_urine,itching,,,,,,,,,,,
urinary tract infection,continuous_feel_of_urine,burning_micturition,foul_smell_of urine,bladder_discomfort,palpitations,,,,,,,,,,,,
varicose veins,swollen_blood_vessels,swollen_legs,fatigue,obesity,cramps,prominent_veins_on_calf,bruising,,,,,,,,,,
drug reaction,itching,skin_rash,stomach_pain,spotting_ urination,,,,,,,,,,,,,
fungal infection,nodal_skin_eruptions,itching,dischromic _patches,skin_rash,loss_of_appetite,,,,,,,,,,,,
hypoglycemia,irritability,anxiety,drying_and_tingling_lips,fatigue,,,,,,,,,,,,,
alcoholic hepatitis,vomiting,abdominal_pain,fluid_overload,yellowish_skin,history_of_alcohol_consumption,distention_of_abdomen,,,,,,,,,,,
drug reaction,skin_rash,burning_micturition,stomach_pain,itching,,,,,,,,,,,,,
gerd,vomiting,chest_pain,cough,ulcers_on_tongue,acidity,,,,,,,,,,,,
dengue,high_fever,malaise,joint_pain,skin_rash,back_pain,red_spots_over_body,vomiting,headache,chills,loss_of_appetite,,,,,,,
cervical spondylosis,neck_pain,back_pain,weakness_in_limbs,,,,,,,,,,,,,,
varicose veins,prominent_veins_on_calf,obesity,swollen_legs,fatigue,,,,,,,,,,,,,
hepatitis e,loss_of_appetite,yellowish_skin,high_fever,acute_liver_failure,dark_urine,fatigue,,,,,,,,,,,
diabetes,restlessness,weight_loss,fatigue,blurred_and_distorted_vision,obesity,lethargy,,,,,,,,,,,
hyperthyroidism,diarrhoea,restlessness,mood_swings,irritability,excessive_hunger,muscle_weakness,fast_heart_rate,,,,,,,,,,
chronic cholestasis,vomiting,nausea,abdominal_pain,yellowish_skin,,,,,,,,,,,,,
jaundice,fatigue,weight_loss,high_fever,itching,abdominal_pain,,,,,,,,,,,,
hyperthyroidism,fatigue,mood_swings,fast_heart_rate,irritability,abnormal_menstruation,excessive_hunger,,,,,,,,,,,
dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,irritation_in_anus,bloody_stool,,,,,,,,,,,,
hepatitis e,coma,loss_of_appetite,joint_pain,nausea,,,,,,,,,,,,,
varicose veins,prominent_veins_on_calf,cramps,fatigue,,,,,,,,,,,,,,
impetigo,skin_rash,yellow_crust_ooze,high_fever,blister,,,,,,,,,,,,,
bronchial asthma,high_fever,mucoid_sputum,cough,breathlessness,fatigue,family_history,,,,,,,,,,,
chronic cholestasis,loss_of_appetite,nausea,yellowish_skin,abdominal_pain,itching,vomiting,yellowing_of_eyes,,,,,,,,,,
jaundice,high_fever,weight_loss,fatigue,itching,abdominal_pain,yellowish_skin,vomiting,dark_urine,,,,,,,,,
malaria,chills,diarrhoea,muscle_pain,,,,,,,,,,,,,,
(vertigo) paroymsal positional vertigo,vomiting,loss_of_balance,spinning_movements,,,,,,,,,,,,,,
alcoholic hepatitis,abdominal_pain,swelling_of_stomach,history_of_alcohol_consumption,vomiting,yellowish_skin,distention_of_abdomen,,,,,,,,,,,
hepatitis d,nausea,dark_urine,yellowish_skin,abdominal_pain,fatigue,vomiting,joint_pain,yellowing_of_eyes,,,,,,,,,
diabetes,obesity,weight_loss,increased_appetite,blurred_and_distorted_vision,lethargy,fatigue,polyuria,irregular_sugar_level,excessive_hunger,,,,,,,,
arthritis,movement_stiffness,stiff_neck,swelling_joints,muscle_weakness,painful_walking,,,,,,,,,,,,
psoriasis,inflammatory_nails,joint_pain,skin_peeling,,,,,,,,,,,,,,
alcoholic hepatitis,abdominal_pain,swelling_of_stomach,yellowish_skin,history_of_alcohol_consumption,fluid_overload,vomiting,distention_of_abdomen,,,,,,,,,,
jaundice,itching,vomiting,high_fever,abdominal_pain,weight_loss,fatigue,yellowish_skin,,,,,,,,,,
alcoholic hepatitis,distention_of_abdomen,abdominal_pain,history_of_alcohol_consumption,,,,,,,,,,,,,,
hepatitis d,nausea,dark_urine,joint_pain,vomiting,fatigue,yellowing_of_eyes,,,,,,,,,,,
hyperthyroidism,sweating,fast_heart_rate,restlessness,irritability,muscle_weakness,mood_swings,fatigue,diarrhoea,,,,,,,,,
alcoholic hepatitis,yellowish_skin,abdominal_pain,history_of_alcohol_consumption,vomiting,swelling_of_stomach,,,,,,,,,,,,
hypothyroidism,cold_hands_and_feets,weight_gain,mood_swings,swollen_extremeties,depression,,,,,,,,,,,,
bronchial asthma,high_fever,cough,family_history,mucoid_sputum,fatigue,breathlessness,,,,,,,,,,,
(vertigo) paroymsal positional vertigo,unsteadiness,loss_of_balance,headache,,,,,,,,,,,,,,
hepatitis a,abdominal_pain,diarrhoea,joint_pain,vomiting,muscle_pain,yellowish_skin,nausea,yellowing_of_eyes,loss_of_appetite,dark_urine,,,,,,,
dengue,malaise,loss_of_appetite,vomiting,,,,,,,,,,,,,,
cervical spondylosis,weakness_in_limbs,loss_of_balance,dizziness,,,,,,,,,,,,,,
hypoglycemia,blurred_and_distorted_vision,headache,fatigue,anxiety,,,,,,,,,,,,,
jaundice,yellowish_skin,vomiting,fatigue,dark_urine,,,,,,,,,,,,,
peptic ulcer diseae,abdominal_pain,indigestion,internal_itching,vomiting,loss_of_appetite,passage_of_gases,,,,,,,,,,,
jaundice,weight_loss,dark_urine,itching,high_fever,vomiting,fatigue,abdominal_pain,,,,,,,,,,
gastroenteritis,dehydration,diarrhoea,sunken_eyes,vomiting,,,,,,,,,,,,,
chicken pox,fatigue,malaise,mild_fever,headache,loss_of_appetite,,,,,,,,,,,,
chicken pox,fatigue,loss_of_appetite,swelled_lymph_nodes,,,,,,,,,,,,,,
gerd,vomiting,stomach_pain,chest_pain,cough,acidity,ulcers_on_tongue,,,,,,,,,,,
varicose veins,obesity,prominent_veins_on_calf,swollen_blood_vessels,swollen_legs,,,,,,,,,,,,,
psoriasis,skin_peeling,inflammatory_nails,skin_rash,joint_pain,small_dents_in_nails,silver_like_dusting,,,,,,,,,,,
pneumonia,chills,rusty_sputum,fatigue,chest_pain,fast_heart_rate,breathlessness,,,,,,,,,,,
gerd,ulcers_on_tongue,vomiting,acidity,,,,,,,,,,,,,,
typhoid,toxic_look_(typhos),constipation,vomiting,fatigue,nausea,diarrhoea,abdominal_pain,belly_pain,,,,,,,,,
hepatitis c,nausea,loss_of_appetite,fatigue,family_history,yellowish_skin,yellowing_of_eyes,,,,,,,,,,,
hepatitis d,fatigue,loss_of_appetite,dark_urine,,,,,,,,,,,,,,
typhoid,diarrhoea,vomiting,headache,chills,fatigue,,,,,,,,,,,,
acne,blackheads,scurring,pus_filled_pimples,,,,,,,,,,,,,,
jaundice,vomiting,dark_urine,abdominal_pain,itching,fatigue,weight_loss,yellowish_skin,,,,,,,,,,
diabetes,polyuria,weight_loss,restlessness,lethargy,excessive_hunger,blurred_and_distorted_vision,irregular_sugar_level,increased_appetite,cough,,,,,,,,
alcoholic hepatitis,yellowish_skin,swelling_of_stomach,distention_of_abdomen,vomiting,,,,,,,,,,,,,
bronchial asthma,high_fever,breathlessness,family_history,,,,,,,,,,,,,,
malaria,muscle_pain,high_fever,chills,nausea,sweating,headache,diarrhoea,vomiting,,,,,,,,,
chicken pox,high_fever,red_spots_over_body,itching,loss_of_appetite,malaise,,,,,,,,,,,,
gerd,acidity,ulcers_on_tongue,vomiting,stomach_pain,cough,chest_pain,,,,,,,,,,,
(vertigo) paroymsal positional vertigo,unsteadiness,loss_of_balance,vomiting,nausea,spinning_movements,,,,,,,,,,,,
hepatitis b,dark_urine,receiving_blood_transfusion,itching,loss_of_appetite,,,,,,,,,,,,,
bronchial asthma,family_history,high_fever,breathlessness,fatigue,cough,mucoid_sputum,,,,,,,,,,,
psoriasis,joint_pain,small_dents_in_nails,silver_like_dusting,,,,,,,,,,,,,,
hepatitis e,yellowish_skin,stomach_bleeding,nausea,loss_of_appetite,acute_liver_failure,dark_urine,coma,fatigue,,,,,,,,,
arthritis,muscle_weakness,movement_stiffness,painful_walking,,,,,,,,,,,,,,
chicken pox,fatigue,itching,red_spots_over_body,,,,,,,,,,,,,,
psoriasis,skin_peeling,joint_pain,inflammatory_nails,skin_rash,silver_like_dusting,,,,,,,,,,,,
typhoid,belly_pain,abdominal_pain,chills,fatigue,high_fever,toxic_look_(typhos),nausea,,,,,,,,,,
arthritis,stiff_neck,swelling_joints,painful_walking,muscle_weakness,,,,,,,,,,,,,
(vertigo) paroymsal positional vertigo,vomiting,unsteadiness,loss_of_balance,bruising,,,,,,,,,,,,,
hypertension,lack_of_concentration,headache,loss_of_balance,dizziness,,,,,,,,,,,,,
hypoglycemia,excessive_hunger,sweating,palpitations,drying_and_tingling_lips,,,,,,,,,,,,,
hepatitis b,yellow_urine,lethargy,yellowing_of_eyes,receiving_blood_transfusion,fatigue,yellowish_skin,loss_of_appetite,,,,,,,,,,
hepatitis b,malaise,yellowish_skin,fatigue,,,,,,,,,,,,,,
gastroenteritis,diarrhoea,dehydration,sunken_eyes,,,,,,,,,,,,,,
alcoholic hepatitis,yellowish_skin,history_of_alcohol_consumption,abdominal_pain,distention_of_abdomen,vomiting,fluid_overload,swelling_of_stomach,,,,,,,,,,
osteoarthristis,joint_pain,painful_walking,hip_joint_pain,knee_pain,swelling_joints,neck_pain,,,,,,,,,,,
hepatitis d,abdominal_pain,vomiting,yellowing_of_eyes,fatigue,joint_pain,puffy_face_and_eyes,,,,,,,,,,,
jaundice,high_fever,itching,dark_urine,yellowish_skin,vomiting,fatigue,abdominal_pain,,,,,,,,,,
cervical spondylosis,neck_pain,loss_of_balance,weakness_in_limbs,dizziness,back_pain,,,,,,,,,,,,
dengue,nausea,muscle_pain,joint_pain,fatigue,red_spots_over_body,,,,,,,,,,,,
jaundice,weight_loss,vomiting,yellowish_skin,fatigue,high_fever,dark_urine,itching,abdominal_pain,,,,,,,,,
drug reaction,itching,burning_micturition,stomach_pain,,,,,,,,,,,,,,
diabetes,obesity,lethargy,polyuria,irregular_sugar_level,restlessness,excessive_hunger,,,,,,,,,,,
fungal infection,dischromic _patches,itching,nodal_skin_eruptions,skin_rash,bruising,,,,,,,,,,,,
gerd,chest_pain,stomach_pain,cough,,,,,,,,,,,,,,
dimorphic hemmorhoids(piles),constipation,pain_in_anal_region,pain_during_bowel_movements,,,,,,,,,,,,,,
hypoglycemia,drying_and_tingling_lips,irritability,slurred_speech,,,,,,,,,,,,,,
hepatitis c,nausea,yellowing_of_eyes,loss_of_appetite,yellowish_skin,fatigue,family_history,,,,,,,,,,,
chronic cholestasis,loss_of_appetite,nausea,yellowish_skin,itching,,,,,,,,,,,,,
gerd,cough,ulcers_on_tongue,vomiting,,,,,,,,,,,,,,
migraine,depression,blurred_and_distorted_vision,visual_disturbances,acidity,excessive_hunger,stiff_neck,irritability,,,,,,,,,,
peptic ulcer diseae,loss_of_appetite,vomiting,internal_itching,abdominal_pain,indigestion,,,,,,,,,,,,
osteoarthristis,painful_walking,swelling_joints,knee_pain,neck_pain,hip_joint_pain,,,,,,,,,,,,
hyperthyroidism,mood_swings,fast_heart_rate,weight_loss,diarrhoea,fatigue,,,,,,,,,,,,
chicken pox,headache,itching,mild_fever,red_spots_over_body,skin_rash,fatigue,loss_of_appetite,,,,,,,,,,
dengue,muscle_pain,loss_of_appetite,chills,vomiting,fatigue,nausea,back_pain,headache,skin_rash,red_spots_over_body,,,,,,,
(vertigo) paroymsal positional vertigo,spinning_movements,unsteadiness,headache,vomiting,,,,,,,,,,,,,
hepatitis a,mild_fever,loss_of_appetite,diarrhoea,muscle_pain,yellowing_of_eyes,yellowish_skin,dark_urine,,,,,,,,,,
arthritis,painful_walking,stiff_neck,muscle_weakness,swelling_joints,,,,,,,,,,,,,
hyperthyroidism,mood_swings,abnormal_menstruation,sweating,excessive_hunger,irritability,diarrhoea,weight_loss,restlessness,fast_heart_rate,fatigue,,,,,,,
chronic cholestasis,loss_of_appetite,yellowish_skin,nausea,yellowing_of_eyes,abdominal_pain,vomiting,weight_loss,,,,,,,,,,
gerd,acidity,cough,vomiting,ulcers_on_tongue,,,,,,,,,,,,,
acne, skin_rash, pus_filled_pimples, blackheads,,,,,,,,,,,,,,
hepatitis b,itching, fatigue, lethargy, yellowish_skin, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,,,,,,
hepatitis b,itching, fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,,,,,,
pneumonia,fatigue,cough,chest_pain,breathlessness,,,,,,,,,,,,,
varicose veins,obesity,cramps,swollen_legs,swollen_blood_vessels,,,,,,,,,,,,,
hepatitis e,nausea,vomiting,acute_liver_failure,fatigue,stomach_bleeding,coma,,,,,,,,,,,
osteoarthristis,knee_pain,painful_walking,hip_joint_pain,neck_pain,swelling_joints,,,,,,,,,,,,
migraine,excessive_hunger,stiff_neck,irritability,headache,acidity,blurred_and_distorted_vision,,,,,,,,,,,
hepatitis a,loss_of_appetite,yellowing_of_eyes,dark_urine,nausea,muscle_pain,,,,,,,,,,,,
arthritis,muscle_weakness,movement_stiffness,swelling_joints,,,,,,,,,,,,,,
typhoid,toxic_look_(typhos),diarrhoea,nausea,vomiting,high_fever,abdominal_pain,fatigue,chills,,,,,,,,,
hepatitis e,yellowing_of_eyes,coma,stomach_bleeding,yellowish_skin,joint_pain,abdominal_pain,fatigue,loss_of_appetite,,,,,,,,,
bronchial asthma,cough,family_history,high_fever,mucoid_sputum,breathlessness,fatigue,,,,,,,,,,,
paralysis (brain hemorrhage),vomiting,weakness_of_one_body_side,headache,altered_sensorium,,,,,,,,,,,,,
impetigo,red_sore_around_nose,skin_rash,high_fever,yellow_crust_ooze,unsteadiness,,,,,,,,,,,,
migraine,headache,excessive_hunger,irritability,acidity,stiff_neck,indigestion,visual_disturbances,blurred_and_distorted_vision,,,,,,,,,
varicose veins,swollen_blood_vessels,fatigue,obesity,swollen_legs,prominent_veins_on_calf,cramps,bruising,,,,,,,,,,
tuberculosis,chills,blood_in_sputum,cough,breathlessness,chest_pain,malaise,yellowing_of_eyes,fatigue,,,,,,,,,
allergy,shivering,chills,continuous_sneezing,,,,,,,,,,,,,,
heart attack,sweating,vomiting,breathlessness,chest_pain,blurred_and_distorted_vision,,,,,,,,,,,,
malaria,high_fever,sweating,chills,nausea,headache,diarrhoea,muscle_pain,,,,,,,,,,
hepatitis a,vomiting,yellowish_skin,mild_fever,small_dents_in_nails,,,,,,,,,,,,,
hyperthyroidism,sweating,irritability,restlessness,fast_heart_rate,diarrhoea,muscle_weakness,abnormal_menstruation,excessive_hunger,fatigue,,,,,,,,
pneumonia, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum,,,,,,,
chicken pox,malaise,red_spots_over_body,lethargy,high_fever,loss_of_appetite,mild_fever,swelled_lymph_nodes,,,,,,,,,,
(vertigo) paroymsal positional vertigo,loss_of_balance,spinning_movements,vomiting,headache,,,,,,,,,,,,,
hepatitis c,family_history,yellowing_of_eyes,fatigue,yellowish_skin,nausea,loss_of_appetite,,,,,,,,,,,
migraine,indigestion,acidity,blurred_and_distorted_vision,excessive_hunger,stiff_neck,visual_disturbances,headache,depression,,,,,,,,,
chicken pox,fatigue,mild_fever,skin_rash,,,,,,,,,,,,,,
osteoarthristis,neck_pain,hip_joint_pain,knee_pain,joint_pain,painful_walking,swelling_joints,,,,,,,,,,,
arthritis,painful_walking,muscle_weakness,swelling_joints,movement_stiffness,stiff_neck,,,,,,,,,,,,
typhoid,constipation,chills,diarrhoea,abdominal_pain,vomiting,,,,,,,,,,,,
pneumonia,chills,high_fever,sweating,chest_pain,fast_heart_rate,fatigue,cough,phlegm,breathlessness,malaise,,,,,,,
common cold,high_fever,chills,cough,loss_of_smell,malaise,redness_of_eyes,chest_pain,,,,,,,,,,
pneumonia,malaise,rusty_sputum,cough,,,,,,,,,,,,,,
alcoholic hepatitis,yellowish_skin,vomiting,distention_of_abdomen,history_of_alcohol_consumption,,,,,,,,,,,,,
osteoarthristis,swelling_joints,joint_pain,knee_pain,,,,,,,,,,,,,,
psoriasis,skin_rash,silver_like_dusting,skin_peeling,joint_pain,small_dents_in_nails,,,,,,,,,,,,
alcoholic hepatitis,history_of_alcohol_consumption,fluid_overload,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,,,,,,,,,,
jaundice,fatigue,vomiting,yellowish_skin,dark_urine,weight_loss,high_fever,itching,abdominal_pain,altered_sensorium,,,,,,,,
peptic ulcer diseae,indigestion,passage_of_gases,vomiting,loss_of_appetite,abdominal_pain,internal_itching,skin_peeling,,,,,,,,,,
drug reaction,skin_rash,stomach_pain,itching,burning_micturition,,,,,,,,,,,,,
chronic cholestasis,abdominal_pain,yellowing_of_eyes,yellowish_skin,vomiting,loss_of_appetite,itching,,,,,,,,,,,
typhoid,headache,belly_pain,toxic_look_(typhos),chills,fatigue,nausea,vomiting,,,,,,,,,,
chicken pox,itching,lethargy,skin_rash,fatigue,red_spots_over_body,blurred_and_distorted_vision,,,,,,,,,,,
migraine,excessive_hunger,depression,indigestion,visual_disturbances,headache,irritability,blurred_and_distorted_vision,acidity,stiff_neck,,,,,,,,
tuberculosis,high_fever,loss_of_appetite,breathlessness,sweating,malaise,fatigue,cough,mild_fever,phlegm,,,,,,,,
aids,high_fever,extra_marital_contacts,muscle_wasting,patches_in_throat,,,,,,,,,,,,,
jaundice,high_fever,dark_urine,abdominal_pain,yellowish_skin,itching,fatigue,weight_loss,,,,,,,,,,
psoriasis,inflammatory_nails,skin_peeling,joint_pain,,,,,,,,,,,,,,
hypoglycemia,sweating,headache,fatigue,nausea,passage_of_gases,,,,,,,,,,,,
dimorphic hemmorhoids(piles),bloody_stool,irritation_in_anus,pain_during_bowel_movements,constipation,pain_in_anal_region,,,,,,,,,,,,
